년,월,Advertiser,Brand,Product,연령대,광고횟수,시청자수,GRP,도달자수,도달율 1+,도달율 3+,도달율 5+,도달율 7+,도달율 9+
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스LS,60대,1063,1753769,38.7,352048,7.8,2.8,1.8,1.3,1
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스LS,개인,1063,4810988,20.2,1272163,5.3,1.9,1,0.7,0.5
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스SUV,20대,4955,3000428,88.6,929694,27.4,8.6,4.5,2.9,1.5
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스SUV,30대,4955,6379767,168,1694255,44.6,19.5,9.6,6.4,4.8
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스SUV,40대,4955,13725847,323.1,2709373,63.8,34,21.9,15.4,8.1
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스SUV,50대,4955,17115986,431.5,2864093,72.2,43.1,28,18.4,15.2
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스SUV,60대,4955,18254775,402.9,3154484,69.6,38.2,23.5,16.5,12.8
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스SUV,개인,4955,60993059,256.5,12325036,51.8,26,15.7,10.7,7.6
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스UX,20대,487,614350,18.1,275168,8.1,2.4,0.7,0.7,0.1
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스UX,30대,487,874090,23,486091,12.8,1.9,0.7,0.6,0.6
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스UX,40대,487,1888163,44.5,983534,23.2,4.7,1.6,0.8,0.6
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스UX,50대,487,2003295,50.5,1010628,25.5,4.8,2,1.2,0.6
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스UX,60대,487,2067570,45.6,1032331,22.8,4.9,1.5,0.8,0.5
2019,06월,한국토요타자동차,렉서스,한국토요타렉서스UX,개인,487,7771159,32.7,3992192,16.8,3.3,1.2,0.7,0.4
2019,06월,한불모터스,푸조,한불모터스푸조SUV,20대,3,0,0,0,0,0,0,0,0
2019,06월,한불모터스,푸조,한불모터스푸조SUV,30대,3,0,0,0,0,0,0,0,0
2019,06월,한불모터스,푸조,한불모터스푸조SUV,40대,3,0,0,0,0,0,0,0,0
2019,06월,한불모터스,푸조,한불모터스푸조SUV,50대,3,4198,0.1,4198,0.1,0,0,0,0
2019,06월,한불모터스,푸조,한불모터스푸조SUV,60대,3,0,0,0,0,0,0,0,0
2019,06월,한불모터스,푸조,한불모터스푸조SUV,개인,3,4198,0,4198,0,0,0,0,0
2019,06월,혼다코리아,혼다,혼다ACCORD,20대,5,0,0,0,0,0,0,0,0
2019,06월,혼다코리아,혼다,혼다ACCORD,30대,5,0,0,0,0,0,0,0,0
2019,06월,혼다코리아,혼다,혼다ACCORD,40대,5,49814,1.2,29449,0.7,0,0,0,0
2019,06월,혼다코리아,혼다,혼다ACCORD,50대,5,97084,2.4,40163,1,0.2,0.2,0,0
2019,06월,혼다코리아,혼다,혼다ACCORD,60대,5,15039,0.3,15039,0.3,0,0,0,0
2019,06월,혼다코리아,혼다,혼다ACCORD,개인,5,161936,0.7,84650,0.4,0,0,0,0
2020,06월,FCA코리아,지프,FCA지프체로키&그랜드체로키,20대,694,3371071,98.5,1112108,32.5,12.4,5.5,3.5,2.2
2020,06월,FCA코리아,지프,FCA지프체로키&그랜드체로키,30대,694,8155940,217,2049293,54.5,25.7,14.9,12,7
2020,06월,FCA코리아,지프,FCA지프체로키&그랜드체로키,40대,694,17221462,412.9,2937270,70.4,49.5,34.6,25.2,16.5
2020,06월,FCA코리아,지프,FCA지프체로키&그랜드체로키,50대,694,17415211,432,3100338,76.9,51.7,34,23.9,16.4
2020,06월,FCA코리아,지프,FCA지프체로키&그랜드체로키,60대,694,15899491,332.1,3369747,70.4,42.4,25.4,16.8,10.1
2020,06월,FCA코리아,지프,FCA지프체로키&그랜드체로키,개인,694,67333145,281.5,13974805,58.4,34.2,21.5,15,9.6
2020,06월,FMK,마세라티,FMK마세라티기블리,20대,372,99290,2.9,65045,1.9,0.3,0,0,0
2020,06월,FMK,마세라티,FMK마세라티기블리,30대,372,84400,2.2,84349,2.2,0,0,0,0
2020,06월,FMK,마세라티,FMK마세라티기블리,40대,372,477294,11.4,127377,3.1,1.2,0.6,0.6,0.4
2020,06월,FMK,마세라티,FMK마세라티기블리,50대,372,805346,20,292632,7.3,2.7,1.7,0.8,0.2
2020,06월,FMK,마세라티,FMK마세라티기블리,60대,372,639944,13.4,173307,3.6,1.6,1.1,0.7,0.3
2020,06월,FMK,마세라티,FMK마세라티기블리,개인,372,2125208,8.9,762767,3.2,1,0.6,0.4,0.2
2020,06월,FMK,마세라티,FMK마세라티르반떼,20대,354,62034,1.8,27825,0.8,0.3,0,0,0
2020,06월,FMK,마세라티,FMK마세라티르반떼,30대,354,66183,1.8,50009,1.3,0,0,0,0
2020,06월,FMK,마세라티,FMK마세라티르반떼,40대,354,286532,6.9,84799,2,0.7,0.4,0.4,0.4
2020,06월,FMK,마세라티,FMK마세라티르반떼,50대,354,532804,13.2,202830,5,1.9,0.7,0.5,0.2
2020,06월,FMK,마세라티,FMK마세라티르반떼,60대,354,474576,9.9,153700,3.2,1.1,0.7,0.2,0.1
2020,06월,FMK,마세라티,FMK마세라티르반떼,개인,354,1423737,6,522345,2.2,0.7,0.3,0.2,0.1
2020,06월,기흥인터내셔널,애스턴마틴,기흥인터내셔널애스턴마틴,20대,3,172403,5,77045,2.3,0.8,0,0,0
2020,06월,기흥인터내셔널,애스턴마틴,기흥인터내셔널애스턴마틴,30대,3,316438,8.4,181798,4.8,1.3,0,0,0
2020,06월,기흥인터내셔널,애스턴마틴,기흥인터내셔널애스턴마틴,40대,3,738411,17.7,395319,9.5,2.4,0,0,0
2020,06월,기흥인터내셔널,애스턴마틴,기흥인터내셔널애스턴마틴,50대,3,865357,21.5,469996,11.7,2.9,0,0,0
2020,06월,기흥인터내셔널,애스턴마틴,기흥인터내셔널애스턴마틴,60대,3,297686,6.2,164119,3.4,0.7,0,0,0
2020,06월,기흥인터내셔널,애스턴마틴,기흥인터내셔널애스턴마틴,개인,3,2596962,10.9,1403004,5.9,1.5,0,0,0
2020,06월,볼보자동차코리아,볼보,볼보*,20대,200,2285405,66.8,766544,22.4,8.1,4.4,1.9,1
2020,06월,볼보자동차코리아,볼보,볼보*,30대,200,4468097,118.9,1399485,37.2,17.7,8.6,4.4,2.6
2020,06월,볼보자동차코리아,볼보,볼보*,40대,200,10306031,247.1,2427609,58.2,34.9,20.6,11.1,7.1
2020,06월,볼보자동차코리아,볼보,볼보*,50대,200,11207555,278,2617380,64.9,35.7,21.9,13.1,7.5
2020,06월,볼보자동차코리아,볼보,볼보*,60대,200,9610138,200.7,2724640,56.9,27.4,13.7,8,4.8
2020,06월,볼보자동차코리아,볼보,볼보*,개인,200,40625710,169.8,10816747,45.2,23,12.7,7.1,4.3
2020,06월,볼보자동차코리아,볼보,볼보XC90,20대,352,141038,4.1,77371,2.3,0.3,0.3,0.3,0
2020,06월,볼보자동차코리아,볼보,볼보XC90,30대,352,176234,4.7,69467,1.8,0.2,0.2,0.2,0.2
2020,06월,볼보자동차코리아,볼보,볼보XC90,40대,352,481428,11.5,180522,4.3,0.6,0.6,0.5,0.5
2020,06월,볼보자동차코리아,볼보,볼보XC90,50대,352,629039,15.6,275802,6.8,1.5,0.9,0.5,0.4
2020,06월,볼보자동차코리아,볼보,볼보XC90,60대,352,542867,11.3,179136,3.7,0.8,0.3,0.2,0.2
2020,06월,볼보자동차코리아,볼보,볼보XC90,개인,352,2006379,8.4,819651,3.4,0.6,0.4,0.3,0.2
2020,06월,아우디코리아,아우디,아우디A4,20대,351,1209343,35.4,702463,20.5,3.7,0.5,0,0
2020,06월,아우디코리아,아우디,아우디A4,30대,351,2366440,63,1093253,29.1,8.6,3.1,0.3,0.2
2020,06월,아우디코리아,아우디,아우디A4,40대,351,4794485,115,2052710,49.2,17.5,4.5,1,0.2
2020,06월,아우디코리아,아우디,아우디A4,50대,351,6196061,153.7,2368745,58.8,21.7,9.2,3.2,1.3
2020,06월,아우디코리아,아우디,아우디A4,60대,351,7441369,155.4,2751097,57.5,22.6,9.8,3.3,1.4
2020,06월,아우디코리아,아우디,아우디A4,개인,351,23209804,97,9711635,40.6,13.5,4.9,1.5,0.6
2020,06월,아우디코리아,아우디,아우디A4&A5*,20대,26,92210,2.7,65120,1.9,0,0,0,0
2020,06월,아우디코리아,아우디,아우디A4&A5*,30대,26,165032,4.4,164945,4.4,0,0,0,0
2020,06월,아우디코리아,아우디,아우디A4&A5*,40대,26,395042,9.5,351275,8.4,0,0,0,0
2020,06월,아우디코리아,아우디,아우디A4&A5*,50대,26,570666,14.2,493407,12.2,0,0,0,0
2020,06월,아우디코리아,아우디,아우디A4&A5*,60대,26,778316,16.3,648597,13.5,0.2,0,0,0
2020,06월,아우디코리아,아우디,아우디A4&A5*,개인,26,2094988,8.8,1820234,7.6,0,0,0,0
2020,06월,아우디코리아,아우디,아우디A5,20대,283,755990,22.1,496261,14.5,1.6,0.5,0,0
2020,06월,아우디코리아,아우디,아우디A5,30대,283,1772937,47.2,1124070,29.9,4.1,0.9,0,0
2020,06월,아우디코리아,아우디,아우디A5,40대,283,3414600,81.9,1910621,45.8,9.8,1.5,0.3,0.1
2020,06월,아우디코리아,아우디,아우디A5,50대,283,3949494,98,1951116,48.4,12.8,4,0.4,0.2
2020,06월,아우디코리아,아우디,아우디A5,60대,283,6115291,127.7,2534478,52.9,16.5,7.2,2.3,1.1
2020,06월,아우디코리아,아우디,아우디A5,개인,283,17042094,71.2,8692381,36.3,8.3,2.6,0.6,0.3
2020,06월,아우디코리아,아우디,아우디Q,20대,1139,1461258,42.7,587958,17.2,4.2,2,1.4,0.5
2020,06월,아우디코리아,아우디,아우디Q,30대,1139,2929822,78,1313536,35,8.8,5.1,1.1,0.7
2020,06월,아우디코리아,아우디,아우디Q,40대,1139,5165473,123.9,2034997,48.8,16.1,6.3,3.1,1.8
2020,06월,아우디코리아,아우디,아우디Q,50대,1139,8587796,213,2408258,59.7,29.4,16.8,7.9,3.4
2020,06월,아우디코리아,아우디,아우디Q,60대,1139,14108512,294.7,3114987,65.1,37,21.4,12.9,9.4
2020,06월,아우디코리아,아우디,아우디Q,개인,1139,33545004,140.2,10084126,42.2,17.7,9.5,4.9,3
2020,06월,아우디코리아,아우디,아우디Q8,20대,1,0,0,0,0,0,0,0,0
2020,06월,아우디코리아,아우디,아우디Q8,30대,1,0,0,0,0,0,0,0,0
2020,06월,아우디코리아,아우디,아우디Q8,40대,1,0,0,0,0,0,0,0,0
2020,06월,아우디코리아,아우디,아우디Q8,50대,1,4507,0.1,4507,0.1,0,0,0,0
2020,06월,아우디코리아,아우디,아우디Q8,60대,1,23616,0.5,23616,0.5,0,0,0,0
2020,06월,아우디코리아,아우디,아우디Q8,개인,1,28123,0.1,28123,0.1,0,0,0,0
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버,20대,12,320453,9.4,112418,3.3,1.3,0.4,0.3,0
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버,30대,12,650379,17.3,221642,5.9,3.3,0.7,0.7,0.3
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버,40대,12,1662979,39.9,553334,13.3,7.3,2.8,1.3,0.2
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버,50대,12,1705716,42.3,596479,14.8,6.2,2.6,1.3,0.6
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버,60대,12,1633721,34.1,512107,10.7,6.4,2,1.1,0.2
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버,개인,12,6248867,26.1,2094797,8.8,4.5,1.5,0.9,0.2
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버이보크,20대,1,11191,0.3,11191,0.3,0,0,0,0
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버이보크,30대,1,84989,2.3,84989,2.3,0,0,0,0
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버이보크,40대,1,173348,4.2,173348,4.2,0,0,0,0
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버이보크,50대,1,90909,2.3,90909,2.3,0,0,0,0
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버이보크,60대,1,166623,3.5,166623,3.5,0,0,0,0
2020,06월,재규어랜드로버코리아,랜드로버,재규어랜드로버레인지로버이보크,개인,1,574794,2.4,574794,2.4,0,0,0,0
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,지엠캐딜락XT6,20대,650,994470,29.1,489543,14.3,3.2,0.8,0.6,0.4
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,지엠캐딜락XT6,30대,650,2172744,57.8,831928,22.1,6.9,2.6,1.8,1.2
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,지엠캐딜락XT6,40대,650,4934544,118.3,1693447,40.6,16.6,7.7,4.6,2.4
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,지엠캐딜락XT6,50대,650,4399268,109.1,1744666,43.3,15.1,6,2.7,1.3
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,지엠캐딜락XT6,60대,650,3971746,83,1781801,37.2,10.6,3.9,1.9,0.5
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,지엠캐딜락XT6,개인,650,18001167,75.3,7159528,29.9,9.9,4.1,2.2,1.1
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,캐딜락XT5,20대,168,483563,14.1,318140,9.3,1.1,0,0,0
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,캐딜락XT5,30대,168,812754,21.6,603663,16.1,1.1,0.5,0,0
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,캐딜락XT5,40대,168,1760871,42.2,1012737,24.3,4.2,1.5,0.4,0
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,캐딜락XT5,50대,168,1848689,45.9,1010992,25.1,4.4,1,0.5,0.2
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,캐딜락XT5,60대,168,2606181,54.4,1371924,28.7,6.4,1.5,0.6,0
2020,06월,지엠아시아퍼시픽지역본부,캐딜락,캐딜락XT5,개인,168,8158225,34.1,4750266,19.9,3.3,0.8,0.3,0
2020,06월,포드세일즈서비스코리아,포드,포드익스플로러,20대,2207,3995234,116.8,1041735,30.5,14.1,8.1,5.4,2.9
2020,06월,포드세일즈서비스코리아,포드,포드익스플로러,30대,2207,8250888,219.6,1804614,48,25.7,14.6,10.1,6.7
2020,06월,포드세일즈서비스코리아,포드,포드익스플로러,40대,2207,16570697,397.3,2863446,68.7,41.8,30,22.2,14.8
2020,06월,포드세일즈서비스코리아,포드,포드익스플로러,50대,2207,18138099,449.9,3045172,75.5,48.9,31.8,22.2,16
2020,06월,포드세일즈서비스코리아,포드,포드익스플로러,60대,2207,18263094,381.4,3137563,65.5,38.7,25.4,16.9,12.2
2020,06월,포드세일즈서비스코리아,포드,포드익스플로러,개인,2207,71236524,297.8,13204724,55.2,31.7,20.4,14.4,10.1
2020,06월,한국토요타자동차,토요타,한국토요타GR수프라,20대,16,0,0,0,0,0,0,0,0
2020,06월,한국토요타자동차,토요타,한국토요타GR수프라,30대,16,16627,0.4,8344,0.2,0,0,0,0
2020,06월,한국토요타자동차,토요타,한국토요타GR수프라,40대,16,9067,0.2,4495,0.1,0,0,0,0
2020,06월,한국토요타자동차,토요타,한국토요타GR수프라,50대,16,19529,0.5,13536,0.3,0,0,0,0
2020,06월,한국토요타자동차,토요타,한국토요타GR수프라,60대,16,67826,1.4,56239,1.2,0,0,0,0
2020,06월,한국토요타자동차,토요타,한국토요타GR수프라,개인,16,113049,0.5,82695,0.3,0,0,0,0
2020,06월,한국토요타자동차,렉서스,한국토요타자동차렉서스,20대,3541,2740360,80.1,539097,15.8,6.9,3.5,3,2.5
2020,06월,한국토요타자동차,렉서스,한국토요타자동차렉서스,30대,3541,5855296,155.8,1156091,30.8,14.6,9.1,5.3,3.9
2020,06월,한국토요타자동차,렉서스,한국토요타자동차렉서스,40대,3541,11310718,271.2,1758811,42.2,22.3,14.7,10.5,8.2
2020,06월,한국토요타자동차,렉서스,한국토요타자동차렉서스,50대,3541,17098747,424.2,1974914,49,30.4,22,17,13.9
2020,06월,한국토요타자동차,렉서스,한국토요타자동차렉서스,60대,3541,17752395,370.8,2251677,47,23.6,17.6,14,11.5
2020,06월,한국토요타자동차,렉서스,한국토요타자동차렉서스,개인,3541,58428612,244.3,8460328,35.4,18.3,12.6,9.3,7.6
2016,07월,BMW코리아,BMW,BMW코리아7시리즈,20대,696,117430,3.4,34093,1,0.4,0.4,0.1,0.1
2016,07월,BMW코리아,BMW,BMW코리아7시리즈,30대,696,90336,2.2,68037,1.6,0.1,0.1,0.1,0.1
2016,07월,BMW코리아,BMW,BMW코리아7시리즈,40대,696,376032,9.1,176047,4.3,1.1,0.4,0.2,0
2016,07월,BMW코리아,BMW,BMW코리아7시리즈,50대,696,736687,23.7,252869,8.1,2.7,1.5,0.9,0.4
2016,07월,BMW코리아,BMW,BMW코리아7시리즈,60대,696,449104,14.3,168051,5.3,1.3,0.9,0.5,0.5
2016,07월,BMW코리아,BMW,BMW코리아7시리즈,개인,696,1808496,8,713684,3.2,0.9,0.5,0.3,0.2
2016,07월,FMK,마세라티,FMK마세라티,20대,757,1137701,32.9,261654,7.6,4,2.1,1.4,1.4
2016,07월,FMK,마세라티,FMK마세라티,30대,757,920842,22.2,299722,7.2,1.7,0.5,0.4,0.2
2016,07월,FMK,마세라티,FMK마세라티,40대,757,3380317,82,634634,15.4,8.7,5.5,4.4,3
2016,07월,FMK,마세라티,FMK마세라티,50대,757,4735948,152.3,849722,27.3,15.9,8.5,4.9,4.6
2016,07월,FMK,마세라티,FMK마세라티,60대,757,4929216,156.9,510225,16.2,9.7,7.2,5.6,4.6
2016,07월,FMK,마세라티,FMK마세라티,개인,757,15412395,68.3,2702519,12,6.3,3.7,2.6,2.1
2016,07월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,20대,1096,3461539,100,1146464,33.1,11.6,6.1,2.9,2.2
2016,07월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,30대,1096,5442995,131.3,1952620,47.1,19.2,6.7,3,1.3
2016,07월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,40대,1096,10726472,260.2,2825386,68.5,38.3,18.5,9.7,6.2
2016,07월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,50대,1096,8869539,285.2,2198711,70.7,40.1,23.3,12.4,7.1
2016,07월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,60대,1096,8449345,268.9,2119370,67.5,40.3,22,13.2,5.7
2016,07월,메르세데스벤츠코리아,메르세데스벤츠,벤츠E클래스,개인,1096,41547298,184.2,12167538,54,26.3,13,6.7,3.6
2016,07월,볼보자동차코리아,볼보,볼보XC90,20대,1,0,0,0,0,0,0,0,0
2016,07월,볼보자동차코리아,볼보,볼보XC90,30대,1,0,0,0,0,0,0,0,0
2016,07월,볼보자동차코리아,볼보,볼보XC90,40대,1,0,0,0,0,0,0,0,0
2016,07월,볼보자동차코리아,볼보,볼보XC90,50대,1,0,0,0,0,0,0,0,0
2016,07월,볼보자동차코리아,볼보,볼보XC90,60대,1,0,0,0,0,0,0,0,0
2016,07월,볼보자동차코리아,볼보,볼보XC90,개인,1,0,0,0,0,0,0,0,0
2016,07월,아우디코리아,아우디,아우디A4,20대,77,806535,23.3,448807,13,1.6,0.6,0.5,0
2016,07월,아우디코리아,아우디,아우디A4,30대,77,1379076,33.3,878314,21.2,2.7,0.1,0,0
2016,07월,아우디코리아,아우디,아우디A4,40대,77,3564531,86.5,1788971,43.4,10.8,3,0.5,0.3
2016,07월,아우디코리아,아우디,아우디A4,50대,77,2877271,92.5,1349947,43.4,10.5,3.7,1.4,0.8
2016,07월,아우디코리아,아우디,아우디A4,60대,77,2466891,78.5,1215631,38.7,9.9,2.2,1.1,0.2
2016,07월,아우디코리아,아우디,아우디A4,개인,77,12379446,54.9,6599139,29.3,6,1.5,0.5,0.2
2016,07월,아우디코리아,아우디,아우디코리아아우디,20대,233,1366376,39.5,699822,20.2,4.7,0.8,0.5,0.4
2016,07월,아우디코리아,아우디,아우디코리아아우디,30대,233,2330826,56.2,1148504,27.7,7.1,2.1,0.6,0.4
2016,07월,아우디코리아,아우디,아우디코리아아우디,40대,233,4371950,106,1886461,45.8,13.4,3.7,2.3,1.3
2016,07월,아우디코리아,아우디,아우디코리아아우디,50대,233,3604354,115.9,1557730,50.1,14.9,5.7,2.8,1
2016,07월,아우디코리아,아우디,아우디코리아아우디,60대,233,3004054,95.6,1399578,44.5,12.4,3.3,0.4,0.2
2016,07월,아우디코리아,아우디,아우디코리아아우디,개인,233,16304146,72.3,7805155,34.6,8.7,2.4,1,0.5
2016,07월,아우디폭스바겐코리아,폭스바겐,폭스바겐파사트,20대,172,827633,23.9,141277,4.1,2.6,1.8,1,1
2016,07월,아우디폭스바겐코리아,폭스바겐,폭스바겐파사트,30대,172,377596,9.1,147403,3.6,1.2,0.5,0.2,0.2
2016,07월,아우디폭스바겐코리아,폭스바겐,폭스바겐파사트,40대,172,1467390,35.6,278441,6.8,4,2.7,1.6,1.3
2016,07월,아우디폭스바겐코리아,폭스바겐,폭스바겐파사트,50대,172,998932,32.1,238317,7.7,3.6,2.4,1.6,1.2
2016,07월,아우디폭스바겐코리아,폭스바겐,폭스바겐파사트,60대,172,1323884,42.1,291370,9.3,3.8,2.8,2.1,1.4
2016,07월,아우디폭스바겐코리아,폭스바겐,폭스바겐파사트,개인,172,5299888,23.5,1178252,5.2,2.5,1.7,1,0.8
2016,07월,재규어랜드로버코리아,재규어,재규어F-PACE,20대,2092,11937254,344.7,2121625,61.3,35.2,24.5,17.3,13.5
2016,07월,재규어랜드로버코리아,재규어,재규어F-PACE,30대,2092,20135417,485.6,2645991,63.8,46.5,34.6,27.6,19.9
2016,07월,재규어랜드로버코리아,재규어,재규어F-PACE,40대,2092,43002806,1043.1,3604006,87.4,76.6,64.2,55.4,44.8
2016,07월,재규어랜드로버코리아,재규어,재규어F-PACE,50대,2092,32475915,1044.5,2809918,90.4,80.3,69,58.9,48.2
2016,07월,재규어랜드로버코리아,재규어,재규어F-PACE,60대,2092,32679454,1040.2,2777274,88.4,76.9,64.5,54.2,43
2016,07월,재규어랜드로버코리아,재규어,재규어F-PACE,개인,2092,159065077,705.4,17008770,75.4,59,46.9,38.1,30
2016,07월,재규어랜드로버코리아,재규어,재규어XF,20대,36,1747,0.1,1747,0.1,0,0,0,0
2016,07월,재규어랜드로버코리아,재규어,재규어XF,30대,36,36711,0.9,36705,0.9,0,0,0,0
2016,07월,재규어랜드로버코리아,재규어,재규어XF,40대,36,21076,0.5,21076,0.5,0,0,0,0
2016,07월,재규어랜드로버코리아,재규어,재규어XF,50대,36,8438,0.3,8438,0.3,0,0,0,0
2016,07월,재규어랜드로버코리아,재규어,재규어XF,60대,36,591,0,591,0,0,0,0,0
2016,07월,재규어랜드로버코리아,재규어,재규어XF,개인,36,68562,0.3,68560,0.3,0,0,0,0
2016,07월,지엠코리아,캐딜락,지엠캐딜락CT6,20대,829,5381915,155.4,1567694,45.3,19.8,9.4,6.3,3.5
2016,07월,지엠코리아,캐딜락,지엠캐딜락CT6,30대,829,7609163,183.5,2290263,55.2,26,12.3,7.1,4.2
2016,07월,지엠코리아,캐딜락,지엠캐딜락CT6,40대,829,15528766,376.7,3191309,77.4,49.8,30.8,19.8,12.2
2016,07월,지엠코리아,캐딜락,지엠캐딜락CT6,50대,829,13922178,447.8,2533138,81.5,56.6,39.5,24.8,15.4
2016,07월,지엠코리아,캐딜락,지엠캐딜락CT6,60대,829,14070752,447.9,2508073,79.8,54.5,37.4,22.1,14.6
2016,07월,지엠코리아,캐딜락,지엠캐딜락CT6,개인,829,62286784,276.2,14178539,62.9,35.9,21.6,13.2,8
2016,07월,한국토요타자동차,토요타,한국토요타RAV4,20대,138,1479296,42.7,311821,9,4.8,3.1,2.1,1.6
2016,07월,한국토요타자동차,토요타,한국토요타RAV4,30대,138,1011706,24.4,252076,6.1,2.9,1.9,1.7,0.8
2016,07월,한국토요타자동차,토요타,한국토요타RAV4,40대,138,2267156,55,455810,11.1,5.3,3.8,2.6,1.8
2016,07월,한국토요타자동차,토요타,한국토요타RAV4,50대,138,2666118,85.7,479751,15.4,8.5,5.5,4.2,3.3
2016,07월,한국토요타자동차,토요타,한국토요타RAV4,60대,138,2339834,74.5,347117,11,6.3,4.4,3.3,3
2016,07월,한국토요타자동차,토요타,한국토요타RAV4,개인,138,10301057,45.7,1988031,8.8,4.6,3.1,2.2,1.7
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GS450H,20대,1002,1598408,46.2,809018,23.4,5.7,1.5,0.4,0
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GS450H,30대,1002,2515395,60.7,1161377,28,7.7,1.8,1.2,0.3
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GS450H,40대,1002,5402442,131.1,1915659,46.5,17.1,6.8,3.1,1.6
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GS450H,50대,1002,4560113,146.7,1605032,51.6,21.8,9.1,4,1.9
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GS450H,60대,1002,4025859,128.2,1298303,41.3,15.6,7.6,4.7,3.4
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GS450H,개인,1002,20044902,88.9,7772775,34.5,11.5,4.5,2.2,1.2
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GSF,20대,824,2148783,62.1,967146,27.9,7.9,3.3,1.3,0.4
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GSF,30대,824,2311375,55.7,1164977,28.1,6.3,2.4,0.2,0
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GSF,40대,824,5825654,141.3,2109109,51.2,19,7.7,5.2,2
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GSF,50대,824,4883446,157.1,1734059,55.8,21.5,11.1,4.7,1.4
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GSF,60대,824,3832122,122,1375791,43.8,15,8.2,4,2
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스GSF,개인,824,20870746,92.6,8372335,37.1,11.8,5.3,2.5,0.9
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스RX,20대,549,511106,14.8,293475,8.5,1.4,0.5,0,0
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스RX,30대,549,527280,12.7,405440,9.8,0.3,0,0,0
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스RX,40대,549,1057728,25.7,699392,17,1.9,0.7,0,0
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스RX,50대,549,1100920,35.4,661278,21.3,3.9,0.3,0.1,0
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스RX,60대,549,1017583,32.4,557168,17.7,3.6,0.5,0.1,0
2016,07월,한국토요타자동차,렉서스,한국토요타렉서스RX,개인,549,4469291,19.8,2789074,12.4,1.7,0.3,0,0
2016,07월,한국토요타자동차,토요타,한국토요타프리우스,20대,187,1586207,45.8,353683,10.2,5.9,3,2,1.8
2016,07월,한국토요타자동차,토요타,한국토요타프리우스,30대,187,761976,18.4,265894,6.4,2.9,1,0.3,0.2
2016,07월,한국토요타자동차,토요타,한국토요타프리우스,40대,187,2831890,68.7,505524,12.3,6.5,4.9,3.7,3.3
